0.0025	0.00125	0	304.214
0.0025	0.00375	0	304.215
0.0025	0.00625	0	304.216
0.0025	0.00875	0	304.218
0.0025	0.01125	0	304.219
0.0025	0.01375	0	304.222
0.0025	0.01625	0	304.224
0.0025	0.01875	0	304.227
0.0025	0.02125	0	304.231
0.0025	0.02375	0	304.235
0.0025	0.02625	0	304.239
0.0025	0.02875	0	304.244
0.0025	0.03125	0	304.249
0.0025	0.03375	0	304.255
0.0025	0.03625	0	304.26
0.0025	0.03875	0	304.266
0.0025	0.04125	0	304.272
0.0025	0.04375	0	304.279
0.0025	0.04625	0	304.285
0.0025	0.04875	0	304.292
0.0025	0.05125	0	304.299
0.0025	0.05375	0	304.305
0.0025	0.05625	0	304.312
0.0025	0.05875	0	304.32
0.0025	0.06125	0	304.327
0.0025	0.06375	0	304.334
0.0025	0.06625	0	304.341
0.0025	0.06875	0	304.349
0.0025	0.07125	0	304.356
0.0025	0.07375	0	304.364
0.0025	0.07625	0	304.37
0.0025	0.07875	0	304.377
0.0025	0.08125	0	304.385
0.0025	0.08375	0	304.392
0.0025	0.08625	0	304.398
0.0025	0.08875	0	304.405
0.0025	0.09125	0	304.411
0.0025	0.09375	0	304.417
0.0025	0.09625	0	304.423
0.0025	0.09875	0	304.429
0.0025	0.10125	0	304.434
0.0025	0.10375	0	304.44
0.0025	0.10625	0	304.445
0.0025	0.10875	0	304.45
0.0025	0.11125	0	304.454
0.0025	0.11375	0	304.459
0.0025	0.11625	0	304.464
0.0025	0.11875	0	304.468
0.0025	0.12125	0	304.471
0.0025	0.12375	0	304.475
0.0025	0.12625	0	304.479
0.0025	0.12875	0	304.482
0.0025	0.13125	0	304.485
0.0025	0.13375	0	304.487
0.0025	0.13625	0	304.49
0.0025	0.13875	0	304.492
0.0025	0.14125	0	304.494
0.0025	0.14375	0	304.496
0.0025	0.14625	0	304.497
0.0025	0.14875	0	304.499
0.0025	0.15125	0	304.499
0.0025	0.15375	0	304.5
0.0025	0.15625	0	304.5
0.0025	0.15875	0	304.501
0.0025	0.16125	0	304.5
0.0025	0.16375	0	304.5
